date,city, pm25, pm10, o3, no2, so2, co
2015/5/26,los angeles, 57, 29, 35, 1, , 4
2015/5/27,los angeles, 61, 32, 39, 1, , 3
2015/5/28,los angeles, 67, 35, 39, 2, , 4
2015/5/29,los angeles, 71, 44, 50, 3, , 4
2015/5/30,los angeles, 96, 44, 52, 5, , 4
2015/5/31,los angeles, 101, 36, 56, 2, , 3
2015/6/1,los angeles, 88, 38, 47, 2, , 3
2015/6/2,los angeles, 78, 30, 28, 3, , 4
2015/6/3,los angeles, 49, 23, 32, 10, , 3
2015/6/4,los angeles, 47, 34, 29, 4, , 3
2015/6/5,los angeles, 52, 33, 34, 4, , 3
2015/6/6,los angeles, 46, 24, 37, 1, , 3
2015/6/7,los angeles, 46, 22, 42, 1, , 4
2015/6/8,los angeles, 49, 36, 51, 4, , 6
2015/6/9,los angeles, 69, 27, 30, 4, , 5
2015/6/10,los angeles, 58, 27, 30, 1, , 3
2015/6/11,los angeles, 59, 23, 32, 2, , 4
2015/6/12,los angeles, 66, 30, 24, 5, , 4
2015/6/13,los angeles, 86, , 29, 2, , 3
2015/6/17,los angeles, 74, 54, 60, 5, , 5
2015/6/18,los angeles, 117, 50, 54, 3, , 6
2015/6/19,los angeles, 99, 48, 66, 7, , 7
2015/6/20,los angeles, 88, 48, 65, 5, , 5
2015/6/21,los angeles, 84, 43, 43, 2, , 3
2015/6/22,los angeles, 80, 41, 39, 3, , 5
2015/6/23,los angeles, 70, 43, 46, 3, , 4
2015/6/24,los angeles, 70, 47, 42, 4, , 4
2015/6/25,los angeles, 73, 46, 39, 4, , 4
2015/6/26,los angeles, 68, 36, 36, 4, , 4
2015/6/27,los angeles, 71, 27, 19, 2, , 4
2015/6/28,los angeles, 56, 32, 43, 3, , 5
2015/6/29,los angeles, 57, 41, 36, 3, , 4
2015/6/30,los angeles, 63, 39, 32, 4, , 5
2015/7/1,los angeles, 61, 36, 30, 3, , 4
2015/1/2,los angeles, 81, 33, 4, 5, , 10
2015/1/3,los angeles, 64, 37, 4, 4, , 9
2015/1/4,los angeles, 77, 40, 4, 4, , 11
2015/1/5,los angeles, 87, 264, 4, 5, , 9
2015/1/6,los angeles, 42, 375, 4, 6, , 8
2015/1/7,los angeles, 28, 27, 4, 6, , 9
2015/1/8,los angeles, 36, 44, 4, 12, , 13
2015/1/9,los angeles, 74, 53, 7, 17, , 13
2015/1/10,los angeles, 98, 47, 6, 5, , 11
2015/1/11,los angeles, 104, 22, 4, 2, , 7
2015/1/12,los angeles, 72, 40, 4, 2, , 8
2015/1/13,los angeles, 102, 48, 4, 4, , 11
2015/1/14,los angeles, 108, 27, 4, 5, , 10
2015/1/15,los angeles, 54, 24, 23, 11, , 7
2015/1/16,los angeles, 36, 23, 21, 31, , 8
2015/1/17,los angeles, 24, 38, 25, 17, , 13
2015/1/18,los angeles, 66, 38, 20, 32, , 11
2015/1/19,los angeles, 84, , 21, 35, , 12
2015/1/20,los angeles, 105, , 15, 33, , 12
2015/1/21,los angeles, 140, , 26, 31, , 9
2015/1/22,los angeles, 152, 31, 5, 15, , 11
2015/1/23,los angeles, 54, 27, 6, 11, , 9
2015/1/24,los angeles, 32, 32, 4, 6, , 10
2015/1/25,los angeles, 37, 27, 4, 5, , 11
2015/1/26,los angeles, 44, 25, 20, 5, , 7
2015/1/27,los angeles, 34, 22, 13, 4, , 8
2015/1/28,los angeles, 40, 25, 16, 5, , 7
2015/1/29,los angeles, 34, 25, 14, 6, , 7
2015/1/30,los angeles, 39, 20, 14, 9, , 6
2015/1/31,los angeles, 39, 34, 31, 3, , 6
2015/2/1,los angeles, 69, 29, 29, 4, , 8
2015/2/2,los angeles, 61, 37, 27, 6, , 9
2015/2/3,los angeles, 63, 56, 18, 8, , 13
2015/2/4,los angeles, 115, 66, 23, 9, , 10
2015/2/5,los angeles, 148, 64, 38, 8, , 12
2015/2/6,los angeles, 137, 59, 38, 10, , 9
2015/2/7,los angeles, 137, 44, 16, 4, , 9
2015/2/8,los angeles, 100, 26, 25, 3, , 5
2015/2/9,los angeles, 64, 22, 24, 3, , 6
2015/2/10,los angeles, 41, 34, 28, 6, , 9
2015/2/11,los angeles, 56, 29, 33, 7, , 9
2015/2/12,los angeles, 35, 23, 37, 7, , 7
2015/2/13,los angeles, 32, 27, 39, 10, , 6
2015/2/14,los angeles, 30, 27, 43, 6, , 8
2015/2/15,los angeles, 33, 34, 52, 4, , 7
2015/2/16,los angeles, 62, 48, 38, 3, , 7
2015/2/17,los angeles, 97, 51, 41, 3, , 6
2015/2/18,los angeles, 106, 58, 38, 6, , 7
2015/2/19,los angeles, 122, 63, 43, 4, , 7
2015/2/20,los angeles, 135, 54, 37, 7, , 5
2015/2/21,los angeles, 116, 32, 39, 3, , 4
2015/2/22,los angeles, 63, 17, 33, 1, , 3
2015/2/23,los angeles, 37, 12, 32, 3, , 4
2015/2/24,los angeles, 26, 22, 35, 5, , 5
2015/2/25,los angeles, 28, 34, 31, 6, , 7
2015/2/26,los angeles, 46, 43, 32, 7, , 7
2015/2/27,los angeles, 69, 38, 32, 5, , 2
2015/2/28,los angeles, 55, 15, 36, 1, , 2
2015/3/1,los angeles, 20, 8, 33, 1, , 1
2015/3/2,los angeles, 20, 11, 31, 2, , 2
2015/3/3,los angeles, 21, 15, 35, 3, , 2
2015/3/4,los angeles, 21, 21, 38, 5, , 4
2015/3/5,los angeles, 43, 23, 42, 7, , 4
2015/3/6,los angeles, 40, 27, 33, 15, , 7
2015/3/7,los angeles, 31, 29, 44, 5, , 6
2015/3/8,los angeles, 41, 35, 42, 4, , 6
2015/3/9,los angeles, 57, 51, 45, 5, , 4
2015/3/10,los angeles, 90, 57, 38, 15, , 6
2015/3/11,los angeles, 105, 46, 25, 14, , 7
2015/3/12,los angeles, 74, 27, 42, 6, , 6
2015/3/13,los angeles, 36, 23, 43, 13, , 5
2015/3/14,los angeles, 33, 20, 55, 10, , 5
2015/3/15,los angeles, 32, 20, 57, 6, , 3
2015/3/16,los angeles, 32, 31, 53, 7, , 5
2015/3/17,los angeles, 48, 42, 50, 9, , 5
2015/3/18,los angeles, 60, 36, 39, 5, , 2
2015/3/19,los angeles, 54, 38, 41, 4, , 2
2015/3/20,los angeles, 65, 49, 51, 7, , 4
2015/3/21,los angeles, 102, 44, 50, 3, , 3
2015/3/22,los angeles, 95, 29, 43, 1, , 1
2015/3/23,los angeles, 66, 25, 34, 9, , 3
2015/3/24,los angeles, 48, 30, 37, 5, , 4
2015/3/25,los angeles, 48, 38, 43, 7, , 6
2015/3/26,los angeles, 58, 26, 44, 7, , 5
2015/3/27,los angeles, 37, 33, 56, 9, , 6
2015/3/28,los angeles, 51, , 41, 7, , 4
2015/4/1,los angeles, 77, 37, 45, 3, , 2
2014/10/2,los angeles, 68, 35, 4, 5, , 7
2014/10/3,los angeles, 51, 37, 19, 16, , 8
2014/10/4,los angeles, 41, 31, 5, 8, , 8
2014/10/5,los angeles, 42, 34, 7, 6, , 8
2014/10/6,los angeles, 59, 36, 7, 4, , 8
2014/10/7,los angeles, 63, 38, 5, 6, , 12
2014/10/8,los angeles, 63, 40, 4, 8, , 8
2014/10/9,los angeles, 66, 30, 8, 3, , 4
2014/10/10,los angeles, 60, 41, 21, 4, , 6
2014/10/11,los angeles, 72, 41, 4, 3, , 7
2014/10/12,los angeles, 83, 43, 4, 3, , 6
2014/10/13,los angeles, 86, 46, 5, 3, , 7
2014/10/14,los angeles, 92, 42, 8, 2, , 6
2014/10/15,los angeles, 85, 18, 14, 2, , 4
2014/10/16,los angeles, 34, 36, 5, 3, , 6
2014/10/17,los angeles, 56, 46, 20, 5, , 6
2014/10/18,los angeles, 33, 33, 6, 3, , 5
2014/10/19,los angeles, 45, 30, 14, 4, , 8
2014/10/20,los angeles, 57, 39, 16, 3, , 6
2014/10/21,los angeles, 62, 40, 3, 4, , 6
2014/10/22,los angeles, 75, 43, 4, 5, , 8
2014/10/23,los angeles, 63, 53, 34, 14, , 11
2014/10/24,los angeles, 78, 55, 30, 13, , 12
2014/10/25,los angeles, 78, 30, 7, 5, , 8
2014/10/26,los angeles, 48, 29, 7, 5, , 7
2014/10/27,los angeles, 46, 40, 6, 4, , 7
2014/10/28,los angeles, 57, 46, 12, 15, , 8
2014/10/29,los angeles, 60, 42, 6, 10, , 9
2014/10/30,los angeles, 53, 40, 28, 13, , 8
2014/10/31,los angeles, 55, 36, 14, 6, , 7
2014/11/1,los angeles, 60, 12, 10, 2, , 4
2014/11/2,los angeles, 21, 17, 5, 4, , 7
2014/11/3,los angeles, 39, 26, 4, 4, , 9
2014/11/4,los angeles, 40, 29, 4, 8, , 10
2014/11/5,los angeles, 41, 30, 4, 6, , 10
2014/11/6,los angeles, 37, 31, 4, 7, , 10
2014/11/7,los angeles, 36, 29, 5, 14, , 10
2014/11/8,los angeles, 37, 34, 4, 8, , 11
2014/11/9,los angeles, 47, 42, 32, 4, , 11
2014/11/10,los angeles, 76, 37, 8, 2, , 6
2014/11/11,los angeles, 82, 25, 34, 3, , 5
2014/11/12,los angeles, 45, 22, 15, 2, , 4
2014/11/13,los angeles, 28, 34, 11, 19, , 7
2014/11/14,los angeles, 58, 40, 7, 10, , 6
2014/11/15,los angeles, 62, 29, 4, 3, , 8
2014/11/16,los angeles, 60, 45, 5, 4, , 7
2014/11/17,los angeles, 58, 35, 4, 5, , 8
2014/11/18,los angeles, 40, 297, 4, 8, , 10
2014/11/19,los angeles, 33, 87, 4, 7, , 10
2014/11/20,los angeles, 49, 34, 10, 5, , 8
2014/11/21,los angeles, 50, 20, 7, 9, , 6
2014/11/22,los angeles, 35, 28, 4, 4, , 8
2014/11/23,los angeles, 44, 34, 5, 4, , 9
2014/11/24,los angeles, 53, 28, 4, 5, , 9
2014/11/25,los angeles, 30, 24, 4, 7, , 10
2014/11/26,los angeles, 32, 76, 4, 6, , 12
2014/11/27,los angeles, 50, , 35, 28, , 9
2014/11/28,los angeles, 41, 31, 4, 7, , 10
2014/11/29,los angeles, 56, 37, 28, 3, , 9
2014/11/30,los angeles, 66, 18, 14, 1, , 4
2014/12/1,los angeles, 46, 23, 4, 2, , 8
2014/12/2,los angeles, 50, 15, 18, 4, , 6
2014/12/3,los angeles, 34, 9, 4, 3, , 5
2014/12/4,los angeles, 38, , 5, 3, , 7
2014/12/6,los angeles, 70, 33, 4, 3, , 10
2014/12/7,los angeles, 63, 23, 5, 3, , 8
2014/12/8,los angeles, 50, 24, 4, 4, , 7
2014/12/9,los angeles, 45, 28, 4, 6, , 9
2014/12/10,los angeles, 46, 46, 5, 6, , 13
2014/12/11,los angeles, 86, 41, 26, 4, , 6
2014/12/12,los angeles, 82, 8, 14, 4, , 4
2014/12/13,los angeles, 31, 21, 4, 3, , 8
2014/12/14,los angeles, 46, 22, 4, 3, , 8
2014/12/15,los angeles, 48, 31, 4, 4, , 9
2014/12/16,los angeles, 60, 27, 6, 6, , 7
2014/12/17,los angeles, 59, 16, 4, 4, , 6
2014/12/18,los angeles, 38, 29, 4, 6, , 9
2014/12/19,los angeles, 52, 36, 8, 11, , 10
2014/12/20,los angeles, 64, 43, 4, 4, , 9
2014/12/21,los angeles, 84, 51, 4, 5, , 10
2014/12/22,los angeles, 110, 47, , 4, , 14
2014/12/23,los angeles, 86, 39, 4, 7, , 14
2014/12/24,los angeles, 64, 26, 4, 5, , 7
2014/12/25,los angeles, 51, 19, 29, 3, , 5
2014/12/26,los angeles, 24, 18, 7, 7, , 6
2014/12/27,los angeles, 25, 23, 4, 4, , 10
2014/12/28,los angeles, 40, 25, 4, 4, , 8
2014/12/29,los angeles, 46, , , , , 
2014/7/2,los angeles, 71, 29, 10, 1, , 4
2014/7/3,los angeles, 76, 33, 8, 2, , 5
2014/7/4,los angeles, 92, 33, 6, 3, , 5
2014/7/5,los angeles, 84, 64, 3, 3, , 4
2014/7/6,los angeles, 132, 20, 7, 1, , 4
2014/7/7,los angeles, 65, 24, 5, 2, , 4
2014/7/8,los angeles, 62, 30, 7, 2, , 4
2014/7/9,los angeles, 68, 28, 7, 1, , 4
2014/7/10,los angeles, 72, 26, 7, 1, , 3
2014/7/11,los angeles, 64, 19, 16, 2, , 3
2014/7/12,los angeles, 56, 21, 5, 2, , 4
2014/7/13,los angeles, 54, 25, 3, 3, , 5
2014/7/14,los angeles, 62, 28, 6, 1, , 4
2014/7/15,los angeles, 64, 23, 2, 4, , 5
2014/7/16,los angeles, 68, 20, 6, 1, , 4
2014/7/17,los angeles, 53, 15, 21, 4, , 
2014/7/18,los angeles, 45, 15, 7, 2, , 3
2014/7/19,los angeles, 53, , 5, 1, , 3
2014/7/26,los angeles, 70, 36, 3, 3, , 4
2014/7/27,los angeles, 77, 29, 5, 2, , 4
2014/7/28,los angeles, 69, 23, 6, 3, , 4
2014/7/29,los angeles, 59, 33, 3, 4, , 5
2014/7/30,los angeles, 73, 32, 5, 5, , 5
2014/7/31,los angeles, 63, 34, 3, 5, , 5
2014/8/1,los angeles, 67, 35, 16, 5, , 4
2014/8/2,los angeles, 70, 33, 5, 3, , 5
2014/8/3,los angeles, 84, 26, 3, 3, , 6
2014/8/4,los angeles, 73, 23, 9, 2, , 4
2014/8/5,los angeles, 63, 23, 5, 2, , 4
2014/8/6,los angeles, 52, 23, 6, 2, , 21
2014/8/7,los angeles, 56, 22, 8, 1, , 3
2014/8/8,los angeles, 56, 31, 23, 2, , 4
2014/8/9,los angeles, 71, 33, 8, 2, , 4
2014/8/10,los angeles, 80, 33, 10, 1, , 4
2014/8/11,los angeles, 77, 26, 21, 5, , 5
2014/8/12,los angeles, 64, 24, 9, 3, , 4
2014/8/13,los angeles, 204, 22, 6, 1, , 3
2014/8/14,los angeles, 51, 28, 8, 2, , 5
2014/8/15,los angeles, 66, 26, 20, 6, , 6
2014/8/16,los angeles, 61, 26, 13, 7, , 6
2014/8/17,los angeles, 57, 27, 46, 14, , 
2014/8/18,los angeles, 56, 36, 4, 3, , 6
2014/8/19,los angeles, 66, 25, 20, 4, , 3
2014/8/20,los angeles, 53, 22, 9, 1, , 3
2014/8/21,los angeles, 56, 20, 10, 2, , 3
2014/8/22,los angeles, 47, 24, 21, 4, , 5
2014/8/23,los angeles, 56, 23, 8, 1, , 3
2014/8/24,los angeles, 58, 20, 8, , , 3
2014/8/25,los angeles, 57, 25, 5, 2, , 4
2014/8/26,los angeles, 54, 33, 10, 4, , 8
2014/8/27,los angeles, 68, 32, 4, 5, , 6
2014/8/28,los angeles, 60, 36, 5, 5, , 6
2014/8/29,los angeles, 59, 40, 26, 8, , 6
2014/8/30,los angeles, 70, 34, 16, 3, , 5
2014/8/31,los angeles, 68, 29, 13, 6, , 4
2014/9/1,los angeles, 67, 32, 9, , , 3
2014/9/2,los angeles, 72, 35, 9, 1, , 4
2014/9/3,los angeles, 68, 34, 10, 1, , 3
2014/9/4,los angeles, 69, 30, 14, 1, , 4
2014/9/5,los angeles, 64, 31, 27, 4, , 4
2014/9/6,los angeles, 72, 33, 9, 2, , 5
2014/9/7,los angeles, 77, 35, 4, 4, , 6
2014/9/8,los angeles, 71, 30, 6, 3, , 4
2014/9/9,los angeles, 72, 27, 2, 4, , 6
2014/9/10,los angeles, 64, 30, 6, 3, , 5
2014/9/11,los angeles, 65, 33, 4, 6, , 6
2014/9/12,los angeles, 64, 44, 8, 7, , 7
2014/9/13,los angeles, 74, 41, 5, 5, , 7
2014/9/14,los angeles, 78, 37, 5, 5, , 7
2014/9/15,los angeles, 74, 43, 5, 5, , 7
2014/9/16,los angeles, 86, 44, 5, 6, , 6
2014/9/17,los angeles, 69, 45, 3, 6, , 8
2014/9/18,los angeles, 63, 24, 4, 2, , 3
2014/9/19,los angeles, 51, 23, 14, 4, , 3
2014/9/20,los angeles, 51, 21, 7, 2, , 3
2014/9/21,los angeles, 53, 20, 5, 2, , 3
2014/9/22,los angeles, 48, 28, 8, 4, , 5
2014/9/23,los angeles, 58, 34, 3, 4, , 7
2014/9/24,los angeles, 65, 35, 3, 6, , 7
2014/9/25,los angeles, 60, 31, 2, 5, , 6
2014/9/26,los angeles, 54, 30, 28, 5, , 4
2014/9/27,los angeles, 50, 32, 7, 2, , 3
2014/9/28,los angeles, 51, 25, 7, 3, , 4
2014/9/29,los angeles, 54, , 38, 16, , 4
2014/9/30,los angeles, 55, 32, 26, 19, , 6
2014/10/1,los angeles, 63, 39, 3, 5, , 4
2014/4/2,los angeles, 23, 13, 10, 1, , 3
2014/4/3,los angeles, 18, 22, 3, 4, , 4
2014/4/4,los angeles, 39, 55, 19, 5, , 4
2014/4/5,los angeles, 74, 19, 3, 3, , 4
2014/4/6,los angeles, 47, 24, 3, 4, , 5
2014/4/7,los angeles, 52, 25, 3, 6, , 7
2014/4/8,los angeles, 50, 30, 4, 7, , 6
2014/4/9,los angeles, 57, 28, 3, 7, , 6
2014/4/10,los angeles, 56, 38, 2, 7, , 9
2014/4/11,los angeles, 76, 38, 18, 8, , 6
2014/4/12,los angeles, 76, 28, 11, 1, , 3
2014/4/13,los angeles, 67, 25, 10, 1, , 3
2014/4/14,los angeles, 60, 35, 4, 3, , 6
2014/4/15,los angeles, 67, 45, 3, 6, , 7
2014/4/16,los angeles, 77, 43, 6, 3, , 4
2014/4/17,los angeles, 81, 46, 8, 2, , 3
2014/4/18,los angeles, 81, 29, 18, 2, , 3
2014/4/19,los angeles, 61, 32, 3, 4, , 5
2014/4/20,los angeles, 68, 35, 5, 3, , 4
2014/4/21,los angeles, 73, 40, 4, 9, , 6
2014/4/22,los angeles, 84, 35, 21, 5, , 3
2014/4/23,los angeles, 67, 37, 4, 4, , 3
2014/4/24,los angeles, 57, 37, 6, 3, , 5
2014/4/25,los angeles, 63, 34, 5, 4, , 3
2014/4/26,los angeles, 63, 15, 5, , , 2
2014/4/27,los angeles, 31, 27, 6, 2, , 2
2014/4/28,los angeles, 50, 25, 4, 3, , 4
2014/4/29,los angeles, 52, 37, 4, 8, , 7
2014/4/30,los angeles, 59, 45, 4, 9, , 6
2014/5/1,los angeles, 56, 37, 4, 9, , 6
2014/5/2,los angeles, 55, 33, 34, 10, , 7
2014/5/3,los angeles, 57, 36, 62, 27, , 7
2014/5/4,los angeles, 66, 30, 41, 14, , 6
2014/5/5,los angeles, 60, 32, 22, 7, , 2
2014/5/6,los angeles, 57, 27, 9, 1, , 2
2014/5/7,los angeles, 45, 67, 8, 2, , 3
2014/5/8,los angeles, 66, 33, 7, 3, , 3
2014/5/9,los angeles, 61, 34, 19, 9, , 5
2014/5/10,los angeles, 63, 33, 3, 3, , 3
2014/5/11,los angeles, 60, 40, 8, 2, , 3
2014/5/12,los angeles, 58, 29, 3, 5, , 4
2014/5/13,los angeles, 39, 32, 6, 5, , 6
2014/5/14,los angeles, 42, 32, 4, 11, , 7
2014/5/15,los angeles, 45, 27, 3, 11, , 6
2014/5/16,los angeles, 47, 38, 13, 8, , 8
2014/5/17,los angeles, 66, 47, 6, 6, , 6
2014/5/18,los angeles, 93, 38, 8, 1, , 4
2014/5/19,los angeles, 72, 33, 8, 1, , 4
2014/5/20,los angeles, 64, 21, 9, 1, , 3
2014/5/21,los angeles, 37, 26, 6, 2, , 4
2014/5/22,los angeles, 51, 24, 5, 2, , 5
2014/5/23,los angeles, 56, 21, 11, 2, , 4
2014/5/24,los angeles, 54, 27, 6, 4, , 5
2014/5/25,los angeles, 74, 25, 35, 5, , 
2014/5/26,los angeles, 64, 31, 44, 8, , 
2014/5/27,los angeles, 77, 38, 17, 5, , 5
2014/5/28,los angeles, 87, 36, 8, 2, , 5
2014/5/29,los angeles, 85, 38, 10, 2, , 4
2014/5/30,los angeles, 105, 45, 9, 4, , 6
2014/5/31,los angeles, 90, 43, 41, 18, , 8
2014/6/1,los angeles, 83, 34, 41, 11, , 4
2014/6/2,los angeles, 71, 36, 6, 2, , 4
2014/6/3,los angeles, 72, 32, 4, 3, , 7
2014/6/4,los angeles, 67, 29, 7, 3, , 5
2014/6/5,los angeles, 67, 82, 5, 3, , 5
2014/6/6,los angeles, 82, 40, 6, 3, , 4
2014/6/7,los angeles, 80, 78, 8, 2, , 4
2014/6/8,los angeles, 81, 40, 24, 3, , 5
2014/6/9,los angeles, 85, 37, 8, 2, , 5
2014/6/10,los angeles, 87, 34, 7, 2, , 6
2014/6/11,los angeles, 78, 28, 9, 1, , 4
2014/6/12,los angeles, 62, 28, 10, 1, , 5
2014/6/13,los angeles, 156, 32, 26, 3, , 5
2014/6/14,los angeles, 74, 33, 41, 8, , 4
2014/6/15,los angeles, 82, 33, 8, 1, , 3
2014/6/16,los angeles, 70, 32, 9, 1, , 3
2014/6/17,los angeles, 69, 29, 7, 1, , 5
2014/6/18,los angeles, 62, 32, 30, 8, , 4
2014/6/19,los angeles, 66, 39, 3, 2, , 4
2014/6/20,los angeles, 73, 42, 16, 5, , 7
2014/6/21,los angeles, 79, 35, 3, 3, , 5
2014/6/22,los angeles, 73, 32, 7, 1, , 4
2014/6/23,los angeles, 74, 38, 8, 1, , 4
2014/6/24,los angeles, 75, 44, 7, 1, , 4
2014/6/25,los angeles, 81, 42, 8, 2, , 4
2014/6/26,los angeles, 86, 35, 6, 2, , 4
2014/6/27,los angeles, 73, 27, 16, 3, , 3
2014/6/28,los angeles, 59, 31, 4, 2, , 3
2014/6/29,los angeles, 72, 27, 6, 1, , 3
2014/6/30,los angeles, 73, 32, 12, 2, , 4
2014/7/1,los angeles, 77, 28, 11, 2, , 5
2014/1/2,los angeles, 153, 32, 4, 7, , 10
2014/1/3,los angeles, 48, 46, 4, 10, , 14
2014/1/4,los angeles, 78, 49, 4, 6, , 14
2014/1/5,los angeles, 112, 45, 4, 6, , 11
2014/1/6,los angeles, 71, 29, , 7, , 11
2014/1/7,los angeles, 35, 46, 4, 7, , 11
2014/1/8,los angeles, 65, 52, 10, 21, , 13
2014/1/9,los angeles, 86, 56, 3, 6, , 8
2014/1/10,los angeles, 114, 59, 2, 17, , 12
2014/1/11,los angeles, 117, 46, 20, 34, , 
2014/1/12,los angeles, 89, 51, 23, 30, , 18
2014/1/13,los angeles, 111, 37, 1, 6, , 11
2014/1/14,los angeles, 46, 37, 1, 8, , 12
2014/1/15,los angeles, 36, 39, 5, 15, , 14
2014/1/16,los angeles, 44, 35, 5, 19, , 11
2014/1/17,los angeles, 46, 37, 3, 13, , 9
2014/1/18,los angeles, 50, 33, 1, 6, , 10
2014/1/19,los angeles, 57, 36, 1, 6, , 12
2014/1/20,los angeles, 57, 41, 2, 7, , 11
2014/1/21,los angeles, 64, 32, , 10, , 10
2014/1/22,los angeles, 41, 47, 13, 41, , 
2014/1/23,los angeles, 68, 50, 8, 15, , 10
2014/1/24,los angeles, 93, 45, 3, 9, , 10
2014/1/25,los angeles, 66, 39, 1, 6, , 10
2014/1/26,los angeles, 62, 40, 1, 5, , 9
2014/1/27,los angeles, 73, 42, 4, 15, , 7
2014/1/28,los angeles, 73, 50, 1, 7, , 11
2014/1/29,los angeles, 92, 58, 8, 14, , 14
2014/1/30,los angeles, 116, 45, 20, 2, , 5
2014/1/31,los angeles, 92, 20, 29, 3, , 5
2014/2/1,los angeles, 25, 13, 5, 2, , 4
2014/2/2,los angeles, 24, 17, 24, 2, , 6
2014/2/3,los angeles, 25, 13, 4, 3, , 6
2014/2/4,los angeles, 18, 23, 1, 6, , 6
2014/2/5,los angeles, 41, 29, 2, 5, , 5
2014/2/6,los angeles, 47, 30, 9, 8, , 5
2014/2/7,los angeles, 59, 23, 14, 5, , 5
2014/2/8,los angeles, 54, 413, 2, 4, , 5
2014/2/9,los angeles, 301, 878, 2, 2, , 5
2014/2/12,los angeles, 60, 34, 1, 8, , 8
2014/2/13,los angeles, 56, 39, 1, 9, , 11
2014/2/14,los angeles, 66, 51, 3, 20, , 12
2014/2/15,los angeles, 86, 55, 1, 10, , 12
2014/2/16,los angeles, 112, 49, 2, 6, , 9
2014/2/17,los angeles, 95, 45, 6, 5, , 8
2014/2/18,los angeles, 75, 49, 12, 4, , 5
2014/2/19,los angeles, 89, 48, 7, 5, , 4
2014/2/20,los angeles, 85, 50, 2, 7, , 9
2014/2/21,los angeles, 74, 46, 12, 12, , 8
2014/2/22,los angeles, 56, 47, 3, 7, , 9
2014/2/23,los angeles, 81, 48, 14, 5, , 8
2014/2/24,los angeles, 88, 48, 27, 2, , 6
2014/2/25,los angeles, 94, 39, 10, 3, , 3
2014/2/26,los angeles, 80, 23, 16, 3, , 4
2014/2/27,los angeles, 38, 15, 12, 2, , 3
2014/2/28,los angeles, 24, 55, 24, 4, , 2
2014/3/1,los angeles, 64, 16, 8, 2, , 3
2014/3/2,los angeles, 33, 11, 15, 1, , 3
2014/3/3,los angeles, 30, 23, 1, 3, , 5
2014/3/4,los angeles, 49, 34, 8, 4, , 6
2014/3/5,los angeles, 69, 41, 1, 6, , 6
2014/3/6,los angeles, 77, 35, 3, 4, , 5
2014/3/7,los angeles, 61, 32, 6, 6, , 4
2014/3/8,los angeles, 52, 26, 11, 6, , 7
2014/3/9,los angeles, 42, 16, 23, 12, , 5
2014/3/10,los angeles, 28, 23, 24, 9, , 6
2014/3/11,los angeles, 33, 69, 11, 16, , 4
2014/3/12,los angeles, 53, 66, 17, 3, , 5
2014/3/13,los angeles, 51, 34, 8, 2, , 3
2014/3/14,los angeles, 52, 41, 15, 12, , 5
2014/3/15,los angeles, 67, 35, 3, 5, , 6
2014/3/16,los angeles, 60, 32, 4, 6, , 7
2014/3/17,los angeles, 50, 44, 15, 5, , 7
2014/3/18,los angeles, 61, 79, 20, 2, , 6
2014/3/19,los angeles, 94, 47, 13, 4, , 7
2014/3/20,los angeles, 66, 45, 16, 4, , 6
2014/3/21,los angeles, 66, 39, 21, 4, , 3
2014/3/22,los angeles, 64, 36, 27, 4, , 4
2014/3/23,los angeles, 60, 38, 24, 2, , 5
2014/3/24,los angeles, 63, 45, 30, 2, , 4
2014/3/25,los angeles, 74, 78, 28, 4, , 4
2014/3/26,los angeles, 80, 20, 18, 1, , 3
2014/3/27,los angeles, 28, 22, 8, 3, , 5
2014/3/28,los angeles, 40, 33, 20, 5, , 4
2014/3/29,los angeles, 53, 37, 10, 4, , 5
2014/3/30,los angeles, 59, 17, 3, 1, , 3
2014/3/31,los angeles, 27, 25, 30, 3, , 3
2014/4/1,los angeles, 42, 14, 11, 1, , 5
2025/2/25,los angeles, , 30, 30, 26, , 6
2025/2/26,los angeles, , 38, 32, 33, , 9
2025/1/1,los angeles, , 34, 23, 21, , 8
2024/4/9,los angeles, , 16, 41, 19, , 4
2023/4/21,los angeles, , 29, 57, 21, , 4
2021/11/29,los angeles, , 48, 20, 42, 1, 10
2021/11/30,los angeles, , 55, 9, 50, 1, 14
2021/8/5,los angeles, , 33, 42, 17, 1, 3
2021/4/13,los angeles, , 25, 36, 7, , 1
2020/4/1,los angeles, , 25, 31, 14, 1, 2
2020/4/7,los angeles, , 4, 23, 9, , 2
2020/1/1,los angeles, , 30, 24, 19, , 4
2019/9/25,los angeles, , 34, 37, 15, 1, 3
2019/1/1,los angeles, , 33, 24, 20, 1, 6
2017/9/9,los angeles, , 27, 39, 8, , 2
2017/4/3,los angeles, , 29, 31, 10, , 2
2017/6/22,los angeles, , 21, 29, 15, , 3
2017/2/1,los angeles, , 36, 29, 31, , 8
2016/1/5,los angeles, , 29, 25, 5, , 4
2016/1/6,los angeles, , 20, 20, 7, , 5
2016/1/7,los angeles, , 15, 19, 3, , 3
2016/1/8,los angeles, , 11, 23, 4, , 3
2016/1/10,los angeles, , 27, 23, 13, , 6
2016/1/11,los angeles, , 27, 25, 14, , 3
2016/1/12,los angeles, , 36, 17, 26, , 7
2015/11/19,los angeles, , 37, 21, 38, , 9
2015/11/20,los angeles, , 42, 13, 48, , 11
2015/11/21,los angeles, , 34, 30, 31, , 9
